NCUSDT,0.0176,0.11%
VERTUSDT,0.001068,0.00%
AVAAIUSDT,0.0185,-1.07%
MELANIAUSDT,0.179,-0.56%
JUSDT,0.0967,-0.31%
VINEUSDT,0.06061,-0.23%
JELLYJELLYUSDT,0.05102,0.00%
ANLOGUSDT,0.001083,0.00%
IPUSDT,9.11761,-0.60%
PIUSDT,0.2657,-0.04%
BROCCOLIUSDT,0.0279,-0.36%
BGSOLUSDT,251.07,-0.12%
ABUSDT,0.008312,-0.06%
DEUSDUSDT,0.9993,0.00%
ROAMUSDT,0.0909,0.11%
ELXUSDT,0.13108,-0.32%
BRUSDT,0.0775,-0.13%
WALUSDT,0.4086,-0.49%
KILOUSDT,0.045658,-0.60%
BAIUSDT,0.001034,-0.10%
PUMPBTCUSDT,0.06395,0.08%
RFCUSDT,0.017914,0.35%
FHEUSDT,0.04845,-0.08%
PROMPTUSDT,0.13836,-0.07%
BANKUSDT,0.06792,-0.12%
EPTUSDT,0.005156,-0.71%
ZORAUSDT,0.059893,-0.54%
DEEPUSDT,0.1405,-0.43%
MILKUSDT,0.04087,0.29%
HOUSEUSDT,0.00867,-0.69%
GORKUSDT,0.013189,-1.09%
OBOLUSDT,0.11572,-0.16%
MYXUSDT,12.8818,-0.15%
DOODUSDT,0.0055,-1.43%
RDACUSDT,0.006183,-1.31%
LAUNCHCOINUSDT,0.12173,0.28%
SKYAIUSDT,0.02848,0.00%
PRAIUSDT,0.0197,0.00%
BUSDT,0.29335,-0.16%
SOONUSDT,0.4993,-0.20%
RLUSDUSDT,0.9992,-0.02%
LABUBUUSDT,0.00604,0.00%
FLOCKUSDT,0.2771,0.07%
BDXNUSDT,0.03693,-0.27%
RWAUSDT,0.0071189,-0.05%
WNZUSDT,0.001017,-0.29%
CUDISUSDT,0.05581,-0.05%
SKATEUSDT,0.04753,-0.15%
B2USDT,0.83879,0.05%
IDOLUSDT,0.03633,-0.06%
TAGUSDT,0.00040409,-0.22%
MATUSDT,0.70214,0.00%
MGOUSDT,0.0271731,0.35%
DMCUSDT,0.003184,-0.09%
HUSDT,0.0651517,-0.15%
CESSUSDT,0.0041,0.00%
BLUMUSDT,0.03896,0.00%
MOREUSDT,0.06995,-0.06%
FRAGUSDT,0.03135,-0.13%
NODEUSDT,0.06211,0.36%
ICNTUSDT,0.2654,0.11%
MUSDT,2.141725,-0.12%
CROSSUSDT,0.231703,-0.60%
AINUSDT,0.151441,0.00%
BOOMUSDT,0.00806,0.00%
TANSSIUSDT,0.042253,-0.23%
RCADEUSDT,0.000356,0.00%
A47USDT,0.02666,-0.40%
TACUSDT,0.006962,0.07%
ANIUSDT,0.003831,-0.70%
ESUSDT,0.1273,-0.31%
ESPORTSUSDT,0.16917,0.00%
FAIR3USDT,0.02663,-0.12%
ZKWASMUSDT,0.0643,-0.37%
EGL1USDT,0.03928,0.00%
COAUSDT,0.00349,0.00%
PHYUSDT,0.007402,0.23%
NEROUSDT,0.0054907,0.00%
IKAUSDT,0.03391,0.20%
AINETHUSDT,0.011,0.00%
SPONUSDT,0.036745,-0.42%
UNITEUSDT,0.0003374,-0.09%
RHEAUSDT,0.02917,0.07%
GAIAUSDT,0.07483,-2.07%
NAORISUSDT,0.06617,-0.74%
AIOUSDT,0.143015,-0.24%
CYCUSDT,0.048034,0.25%
SUPUSDT,0.08788,0.07%
INUSDT,0.09854,-0.72%
THINKUSDT,0.00949,0.00%
GHOUSDT,0.9993,0.00%
KUSDT,0.12316,-0.03%
XCXUSDT,0.066,0.00%
WAIUSDT,0.05274,-0.17%
BSTRUSDT,0.00006,-14.29%
PUBLICUSDT,0.0501,0.00%
TCOMUSDT,0.024823,-0.55%
DGCUSDT,0.00000282,-1.05%
SAPIENUSDT,0.17331,-0.52%
YZYUSDT,0.416,0.00%
ARIAUSDT,0.1917,-0.48%
TOWNUSDT,0.00112,0.00%
CAMPUSDT,0.03084,-0.48%
BTRUSDT,0.08173,-0.04%
LIVEUSDT,0.01502,0.13%
PTBUSDT,0.058067,0.24%
QUSDT,0.0309846,0.40%
GATAUSDT,0.03488,-0.11%
TRADOORUSDT,2.1861,-0.20%
BOOSTUSDT,0.1069,0.00%
SWTCHUSDT,0.12407,0.95%
ARTUSDT,0.010093,-0.25%
FROGGIEUSDT,0.035954,1.66%
PINGPONGUSDT,0.092058,0.00%
PORTALSUSDT,0.049761,-0.28%
AIAUSDT,0.818493,2.92%
RIVERUSDT,2.5604,0.81%
BLESSUSDT,0.02358,-0.52%
BSUUSDT,0.23919,-0.42%
COAIUSDT,0.3365,0.57%
LIGHTUSDT,0.93853,-0.15%
TOSHIUSDT,0.0007918,-0.58%
VFYUSDT,0.08845,-0.62%
